day,play,outlook,temp,humidity,wind
D639,Yes,Sunny,Hot,Normal,Weak
D640,Yes,Sunny,Hot,Normal,Weak
D641,Yes,Rain,Mild,High,Strong
D642,No,Rain,Mild,High,Weak
D643,Yes,Rain,Mild,High,Weak
D644,Yes,Overcast,Mild,High,Strong
D645,Yes,Overcast,Mild,Normal,Weak
D646,No,Sunny,Hot,High,Strong
D647,Yes,Rain,Mild,Normal,Weak
D648,Yes,Overcast,Hot,Normal,Weak
D649,Yes,Overcast,Cool,High,Strong
D650,Yes,Rain,Mild,High,Weak
D651,Yes,Overcast,Cool,Normal,Weak
D652,Yes,Rain,Mild,Normal,Strong
D653,Yes,Rain,Mild,Normal,Strong
D654,Yes,Rain,Cool,Normal,Strong
D655,Yes,Overcast,Cool,Normal,Strong
D656,No,Rain,Mild,High,Weak
D657,Yes,Overcast,Hot,High,Weak
D658,Yes,Overcast,Hot,High,Weak
D659,Yes,Sunny,Mild,Normal,Strong
D660,Yes,Rain,Mild,Normal,Strong
D661,Yes,Sunny,Cool,Normal,Weak
D662,Yes,Overcast,Mild,Normal,Weak
D663,No,Rain,Mild,High,Strong
D664,No,Sunny,Hot,Normal,Weak
D665,Yes,Overcast,Cool,Normal,Strong
D666,No,Rain,Mild,High,Weak
D667,Yes,Rain,Mild,Normal,Strong
D668,No,Rain,Mild,High,Weak
D669,No,Sunny,Mild,High,Strong
D670,No,Sunny,Hot,High,Strong
D671,Yes,Overcast,Hot,Normal,Weak
D672,Yes,Rain,Mild,High,Weak
D673,No,Sunny,Mild,High,Weak
D674,Yes,Overcast,Mild,Normal,Strong
D675,Yes,Rain,Mild,Normal,Strong
D676,No,Rain,Hot,High,Weak
D677,Yes,Overcast,Mild,Normal,Weak
D678,No,Sunny,Mild,High,Weak
D679,Yes,Sunny,Hot,Normal,Strong
D680,No,Rain,Cool,High,Strong
D681,Yes,Overcast,Hot,Normal,Strong
D682,No,Rain,Cool,High,Strong
D683,Yes,Overcast,Mild,Normal,Strong
D684,Yes,Overcast,Cool,Normal,Weak
D685,No,Rain,Mild,High,Weak
D686,Yes,Rain,Cool,High,Weak
D687,Yes,Sunny,Cool,Normal,Strong
D688,Yes,Overcast,Cool,High,Strong
D689,Yes,Rain,Mild,High,Strong
D690,No,Rain,Mild,High,Strong
D691,Yes,Rain,Cool,Normal,Strong
D692,Yes,Rain,Cool,High,Weak
D693,Yes,Overcast,Cool,Normal,Weak
D694,No,Sunny,Mild,Normal,Strong
D695,Yes,Sunny,Cool,High,Strong
D696,No,Rain,Mild,High,Strong
D697,Yes,Rain,Mild,High,Weak
D698,Yes,Overcast,Mild,Normal,Weak
D699,Yes,Rain,Hot,High,Weak
D700,Yes,Sunny,Hot,Normal,Strong
D701,Yes,Sunny,Hot,Normal,Strong
D702,Yes,Sunny,Cool,High,Weak
D703,Yes,Overcast,Hot,High,Strong
D704,No,Sunny,Hot,High,Strong
D705,Yes,Rain,Mild,Normal,Weak
D706,Yes,Sunny,Cool,High,Weak
D707,Yes,Sunny,Mild,Normal,Weak
D708,Yes,Overcast,Mild,High,Weak
D709,Yes,Sunny,Mild,Normal,Strong
D710,Yes,Overcast,Cool,Normal,Weak
D711,No,Sunny,Mild,High,Strong
D712,Yes,Overcast,Cool,Normal,Weak
D713,Yes,Sunny,Mild,Normal,Weak
D714,No,Sunny,Mild,High,Weak
D715,Yes,Rain,Hot,High,Strong
D716,Yes,Overcast,Cool,High,Weak
D717,Yes,Sunny,Mild,High,Weak
D718,Yes,Rain,Cool,Normal,Weak
D719,No,Sunny,Mild,High,Strong
D720,No,Sunny,Mild,High,Weak
D721,Yes,Rain,Mild,Normal,Weak
D722,Yes,Sunny,Mild,High,Strong
D723,Yes,Overcast,Mild,High,Weak
D724,Yes,Rain,Hot,High,Weak
D725,No,Sunny,Hot,Normal,Strong
D726,Yes,Overcast,Hot,High,Weak
D727,No,Sunny,Mild,High,Strong
D728,Yes,Sunny,Mild,Normal,Weak
D729,Yes,Sunny,Cool,Normal,Strong
D730,Yes,Rain,Mild,Normal,Strong
D731,No,Sunny,Cool,High,Strong
D732,Yes,Overcast,Cool,Normal,Strong
D733,Yes,Rain,Mild,Normal,Weak
D734,Yes,Sunny,Mild,Normal,Weak
D735,Yes,Overcast,Cool,Normal,Weak
D736,Yes,Overcast,Mild,High,Weak
D737,No,Sunny,Mild,High,Weak
D738,Yes,Sunny,Mild,Normal,Weak
D739,No,Sunny,Mild,High,Strong
D740,Yes,Sunny,Cool,High,Weak
D741,Yes,Rain,Mild,High,Strong
D742,No,Rain,Hot,High,Weak
D743,Yes,Rain,Cool,Normal,Strong
D744,Yes,Overcast,Mild,Normal,Weak
D745,Yes,Sunny,Hot,Normal,Weak
D746,No,Sunny,Hot,High,Strong
D747,Yes,Sunny,Cool,Normal,Weak
D748,Yes,Rain,Cool,High,Weak
D749,No,Rain,Mild,High,Strong
D750,Yes,Rain,Mild,Normal,Strong
D751,No,Rain,Hot,High,Strong
D752,Yes,Overcast,Mild,Normal,Strong
D753,Yes,Rain,Cool,Normal,Weak
D754,Yes,Rain,Mild,Normal,Weak
D755,Yes,Sunny,Mild,High,Weak
D756,No,Rain,Mild,High,Weak
D757,Yes,Overcast,Mild,High,Strong
D758,Yes,Rain,Cool,Normal,Strong
D759,Yes,Overcast,Cool,High,Weak
D760,No,Sunny,Hot,High,Strong
D761,Yes,Sunny,Hot,High,Weak
D762,No,Sunny,Hot,High,Strong
D763,No,Sunny,Hot,High,Strong
D764,Yes,Overcast,Hot,High,Weak
D765,Yes,Overcast,Hot,Normal,Weak
D766,Yes,Rain,Cool,High,Weak
D767,Yes,Sunny,Hot,Normal,Weak
D768,Yes,Sunny,Mild,High,Strong
D769,Yes,Overcast,Cool,Normal,Weak
D770,No,Rain,Mild,High,Strong
D771,Yes,Overcast,Cool,High,Weak
D772,Yes,Overcast,Cool,Normal,Strong
D773,No,Rain,Hot,High,Strong
D774,Yes,Overcast,Cool,Normal,Weak
D775,Yes,Overcast,Mild,High,Weak
D776,Yes,Overcast,Hot,Normal,Weak
D777,Yes,Rain,Hot,Normal,Strong
D778,No,Rain,Mild,High,Strong
D779,No,Sunny,Mild,High,Weak
D780,No,Sunny,Cool,High,Weak
D781,Yes,Overcast,Hot,Normal,Strong
D782,Yes,Rain,Mild,Normal,Weak
D783,Yes,Overcast,Mild,High,Strong
D784,Yes,Rain,Mild,High,Strong
D785,No,Sunny,Mild,High,Weak
D786,Yes,Rain,Cool,High,Weak
D787,No,Sunny,Mild,High,Strong
D788,Yes,Overcast,Mild,Normal,Weak
D789,No,Rain,Hot,High,Strong
D790,Yes,Rain,Cool,Normal,Weak
D791,Yes,Sunny,Hot,Normal,Weak
D792,No,Rain,Mild,High,Strong
D793,Yes,Overcast,Mild,Normal,Weak
D794,No,Sunny,Hot,High,Strong
D795,No,Sunny,Hot,High,Strong
D796,No,Sunny,Mild,High,Strong
D797,No,Rain,Hot,High,Weak
D798,No,Sunny,Mild,High,Weak
D799,Yes,Overcast,Cool,Normal,Weak
D800,Yes,Overcast,Mild,Normal,Weak
D801,Yes,Sunny,Cool,Normal,Weak
D802,Yes,Overcast,Mild,High,Weak
D803,Yes,Overcast,Cool,Normal,Weak
D804,Yes,Sunny,Hot,Normal,Weak
D805,Yes,Overcast,Cool,High,Strong
D806,No,Sunny,Hot,High,Strong
D807,No,Sunny,Hot,Normal,Strong
D808,No,Rain,Mild,High,Strong
D809,No,Sunny,Mild,High,Strong
D810,Yes,Overcast,Cool,High,Weak
D811,No,Rain,Cool,High,Weak
D812,Yes,Sunny,Mild,High,Strong
D813,Yes,Overcast,Cool,Normal,Strong
D814,Yes,Overcast,Hot,High,Strong
D815,Yes,Rain,Cool,Normal,Strong
D816,Yes,Overcast,Mild,High,Weak
D817,No,Sunny,Mild,High,Strong
D818,Yes,Overcast,Cool,High,Weak
D819,No,Sunny,Mild,Normal,Strong
D820,Yes,Overcast,Mild,Normal,Weak
D821,Yes,Overcast,Cool,Normal,Weak
D822,No,Rain,Hot,Normal,Strong
D823,Yes,Rain,Mild,Normal,Weak
D824,Yes,Sunny,Mild,Normal,Strong
D825,Yes,Rain,Cool,High,Strong
D826,No,Rain,Cool,High,Strong
D827,Yes,Overcast,Cool,Normal,Weak
D828,Yes,Rain,Mild,Normal,Weak
D829,Yes,Overcast,Mild,High,Strong
D830,No,Sunny,Mild,High,Weak
D831,Yes,Overcast,Cool,Normal,Weak
D832,Yes,Rain,Hot,High,Weak
D833,Yes,Overcast,Cool,Normal,Weak
D834,Yes,Overcast,Mild,Normal,Weak
D835,Yes,Sunny,Mild,Normal,Strong
D836,No,Sunny,Cool,High,Strong
D837,Yes,Rain,Cool,Normal,Weak
D838,Yes,Overcast,Cool,High,Strong
D839,No,Rain,Mild,High,Weak
D840,Yes,Overcast,Mild,Normal,Weak
D841,No,Sunny,Hot,Normal,Strong
D842,Yes,Rain,Cool,Normal,Weak
D843,Yes,Rain,Cool,Normal,Weak
D844,No,Sunny,Mild,High,Strong
D845,Yes,Rain,Hot,High,Weak
D846,No,Sunny,Mild,High,Strong
D847,No,Sunny,Hot,Normal,Strong
D848,Yes,Overcast,Cool,High,Weak
D849,No,Sunny,Mild,High,Strong
D850,No,Sunny,Hot,High,Weak
D851,Yes,Overcast,Mild,Normal,Weak
D852,No,Rain,Mild,High,Strong
D853,Yes,Sunny,Mild,Normal,Weak
D854,Yes,Rain,Mild,High,Strong
D855,No,Rain,Hot,High,Weak
D856,Yes,Overcast,Mild,Normal,Weak
D857,Yes,Rain,Mild,Normal,Weak
D858,Yes,Sunny,Cool,Normal,Strong
D859,Yes,Overcast,Cool,High,Weak
D860,Yes,Overcast,Mild,Normal,Weak
D861,Yes,Sunny,Cool,Normal,Strong
D862,Yes,Rain,Cool,High,Strong
D863,Yes,Sunny,Mild,High,Strong
D864,Yes,Rain,Mild,Normal,Weak
D865,Yes,Sunny,Cool,Normal,Strong
D866,No,Sunny,Cool,High,Weak
D867,Yes,Overcast,Mild,Normal,Weak
D868,Yes,Rain,Hot,Normal,Weak
D869,Yes,Overcast,Hot,High,Weak
D870,Yes,Sunny,Cool,High,Weak
D871,No,Sunny,Mild,Normal,Strong
D872,Yes,Overcast,Cool,Normal,Weak
D873,Yes,Rain,Cool,Normal,Weak
D874,No,Sunny,Mild,High,Strong
D875,Yes,Overcast,Mild,Normal,Weak
D876,Yes,Overcast,Hot,Normal,Weak
D877,Yes,Overcast,Cool,Normal,Strong
D878,Yes,Sunny,Mild,Normal,Weak
D879,Yes,Rain,Cool,Normal,Strong
D880,No,Sunny,Hot,High,Strong
D881,Yes,Rain,Mild,Normal,Strong
D882,No,Rain,Hot,High,Strong
D883,Yes,Overcast,Cool,Normal,Weak
D884,Yes,Overcast,Mild,Normal,Weak
D885,Yes,Sunny,Cool,High,Weak
D886,Yes,Overcast,Mild,Normal,Strong
D887,No,Sunny,Mild,Normal,Strong
D888,Yes,Overcast,Hot,High,Weak
D889,No,Rain,Hot,High,Strong
D890,No,Sunny,Mild,High,Weak
D891,Yes,Rain,Hot,High,Strong
D892,Yes,Rain,Mild,Normal,Weak
D893,Yes,Rain,Hot,Normal,Strong
D894,Yes,Overcast,Mild,High,Strong
D895,No,Rain,Hot,High,Weak
D896,Yes,Overcast,Mild,Normal,Weak
D897,Yes,Rain,Cool,Normal,Weak
D898,No,Sunny,Hot,High,Strong
D899,Yes,Rain,Cool,High,Strong
D900,Yes,Rain,Mild,Normal,Weak
D901,Yes,Rain,Mild,Normal,Weak
D902,Yes,Rain,Mild,Normal,Strong
D903,Yes,Rain,Mild,Normal,Weak
D904,Yes,Rain,Hot,Normal,Weak
D905,No,Sunny,Cool,High,Weak
D906,Yes,Rain,Hot,Normal,Weak
D907,Yes,Overcast,Mild,Normal,Weak
D908,Yes,Overcast,Cool,Normal,Weak
D909,Yes,Rain,Mild,Normal,Weak
D910,No,Sunny,Mild,High,Weak
D911,No,Sunny,Hot,Normal,Strong
D912,Yes,Rain,Cool,High,Strong
D913,No,Sunny,Cool,High,Strong
D914,No,Sunny,Hot,High,Weak
D915,Yes,Rain,Mild,High,Strong
D916,Yes,Overcast,Mild,High,Weak
D917,No,Sunny,Mild,High,Weak
D918,No,Sunny,Hot,High,Weak
D919,Yes,Overcast,Cool,Normal,Weak
D920,No,Rain,Hot,High,Strong
D921,Yes,Sunny,Hot,Normal,Strong
D922,No,Rain,Hot,Normal,Strong
D923,Yes,Overcast,Cool,Normal,Weak
D924,Yes,Sunny,Hot,Normal,Strong
D925,No,Rain,Hot,High,Weak
D926,No,Sunny,Mild,High,Strong
D927,Yes,Overcast,Hot,High,Weak
D928,No,Sunny,Mild,High,Weak
D929,No,Sunny,Cool,High,Weak
D930,No,Rain,Hot,Normal,Strong
D931,Yes,Rain,Cool,High,Weak
D932,Yes,Sunny,Cool,Normal,Strong
D933,Yes,Rain,Cool,High,Strong
D934,No,Sunny,Cool,High,Weak
D935,Yes,Sunny,Cool,Normal,Weak
D936,No,Sunny,Cool,High,Weak
D937,Yes,Overcast,Hot,Normal,Strong
D938,Yes,Overcast,Mild,Normal,Strong
D939,Yes,Overcast,Mild,Normal,Weak
D940,No,Sunny,Mild,High,Weak
D941,Yes,Overcast,Cool,Normal,Weak
D942,Yes,Sunny,Mild,High,Weak
D943,Yes,Rain,Mild,High,Weak
D944,Yes,Rain,Hot,Normal,Strong
D945,Yes,Overcast,Mild,Normal,Weak
D946,Yes,Sunny,Hot,High,Weak
D947,Yes,Overcast,Cool,High,Weak
D948,Yes,Rain,Mild,Normal,Weak
D949,No,Sunny,Hot,Normal,Strong
D950,Yes,Overcast,Mild,Normal,Strong
D951,Yes,Overcast,Cool,Normal,Strong
D952,No,Sunny,Mild,High,Weak
D953,Yes,Sunny,Cool,Normal,Weak
D954,No,Rain,Hot,High,Strong
D955,Yes,Overcast,Mild,High,Weak
D956,No,Sunny,Hot,High,Strong
D957,Yes,Overcast,Cool,Normal,Weak
D958,Yes,Sunny,Hot,Normal,Weak
D959,Yes,Sunny,Mild,Normal,Weak
D960,Yes,Overcast,Hot,Normal,Weak
D961,Yes,Overcast,Hot,Normal,Strong
D962,Yes,Overcast,Hot,Normal,Strong
D963,Yes,Sunny,Mild,Normal,Strong
D964,No,Rain,Cool,Normal,Strong
D965,Yes,Overcast,Mild,Normal,Weak
D966,Yes,Rain,Mild,Normal,Weak
D967,No,Rain,Mild,High,Strong
D968,Yes,Overcast,Mild,Normal,Weak
D969,No,Rain,Hot,High,Strong
D970,Yes,Sunny,Mild,High,Weak
D971,No,Sunny,Mild,High,Weak
D972,Yes,Overcast,Hot,High,Strong
D973,Yes,Sunny,Mild,Normal,Weak
D974,Yes,Overcast,Mild,Normal,Strong
D975,Yes,Overcast,Mild,Normal,Weak
D976,Yes,Rain,Cool,Normal,Strong
D977,Yes,Rain,Hot,Normal,Weak
D978,No,Sunny,Mild,High,Weak
D979,Yes,Overcast,Cool,Normal,Weak
D980,Yes,Overcast,Mild,Normal,Strong
D981,Yes,Rain,Mild,Normal,Strong
D982,Yes,Sunny,Mild,High,Weak
D983,No,Sunny,Mild,High,Strong
D984,No,Sunny,Hot,High,Strong
D985,No,Rain,Mild,Normal,Strong
D986,Yes,Rain,Mild,High,Strong
D987,Yes,Overcast,Hot,Normal,Weak
D988,Yes,Sunny,Cool,High,Strong
D989,Yes,Overcast,Hot,Normal,Strong
D990,No,Rain,Mild,Normal,Weak
D991,Yes,Overcast,Mild,High,Weak
D992,No,Sunny,Mild,High,Weak
D993,Yes,Overcast,Mild,High,Weak
D994,Yes,Sunny,Cool,High,Weak
D995,Yes,Sunny,Cool,High,Weak
D996,Yes,Overcast,Mild,Normal,Weak
D997,No,Sunny,Mild,Normal,Strong
D998,Yes,Rain,Cool,High,Strong
D999,No,Sunny,Hot,High,Strong
D1000,No,Sunny,Hot,Normal,Strong
D1001,Yes,Rain,Hot,Normal,Strong
D1002,Yes,Rain,Hot,Normal,Weak
D1003,Yes,Rain,Cool,Normal,Weak
D1004,Yes,Overcast,Mild,Normal,Strong
D1005,No,Sunny,Cool,High,Weak
D1006,Yes,Overcast,Mild,High,Weak
D1007,Yes,Rain,Cool,Normal,Weak
D1008,Yes,Rain,Hot,High,Strong
D1009,No,Sunny,Hot,High,Weak
D1010,Yes,Rain,Cool,Normal,Weak
D1011,Yes,Sunny,Mild,Normal,Weak
D1012,No,Sunny,Hot,High,Strong
D1013,No,Rain,Mild,High,Weak
D1014,Yes,Rain,Mild,High,Weak
D1015,Yes,Rain,Cool,Normal,Strong
D1016,Yes,Rain,Mild,Normal,Weak
D1017,Yes,Overcast,Hot,Normal,Weak
D1018,Yes,Rain,Mild,Normal,Weak
D1019,Yes,Overcast,Hot,Normal,Weak
D1020,Yes,Sunny,Mild,Normal,Weak
D1021,Yes,Rain,Cool,Normal,Weak
D1022,Yes,Overcast,Mild,High,Strong
D1023,No,Rain,Mild,High,Strong
D1024,Yes,Rain,Cool,High,Weak
D1025,Yes,Sunny,Mild,Normal,Strong
D1026,Yes,Rain,Mild,Normal,Strong
D1027,Yes,Rain,Mild,Normal,Strong
D1028,Yes,Rain,Mild,High,Strong
D1029,Yes,Overcast,Cool,High,Weak
D1030,No,Rain,Cool,High,Strong
D1031,Yes,Overcast,Hot,High,Strong
D1032,Yes,Overcast,Cool,Normal,Weak
D1033,Yes,Overcast,Mild,Normal,Weak
D1034,No,Sunny,Hot,High,Weak
D1035,Yes,Rain,Mild,Normal,Weak
D1036,No,Rain,Hot,High,Weak
D1037,Yes,Sunny,Mild,High,Strong
D1038,No,Rain,Hot,Normal,Strong
D1039,Yes,Rain,Cool,High,Weak
D1040,No,Rain,Hot,High,Strong
D1041,Yes,Sunny,Cool,High,Strong
D1042,Yes,Sunny,Mild,High,Weak
D1043,No,Sunny,Hot,High,Strong
D1044,Yes,Rain,Cool,Normal,Weak
D1045,Yes,Rain,Mild,Normal,Weak
D1046,Yes,Rain,Hot,Normal,Weak
D1047,No,Sunny,Mild,High,Strong
D1048,Yes,Rain,Cool,Normal,Weak
D1049,No,Sunny,Mild,Normal,Weak
D1050,Yes,Sunny,Hot,Normal,Weak
D1051,Yes,Sunny,Cool,Normal,Strong
D1052,Yes,Overcast,Cool,Normal,Strong
D1053,Yes,Sunny,Cool,Normal,Strong
D1054,Yes,Overcast,Cool,High,Weak
D1055,Yes,Overcast,Mild,High,Weak
D1056,Yes,Overcast,Mild,High,Weak
D1057,No,Sunny,Hot,Normal,Strong
D1058,No,Rain,Hot,High,Weak
D1059,Yes,Overcast,Mild,Normal,Strong
D1060,Yes,Rain,Cool,Normal,Weak
D1061,No,Sunny,Mild,Normal,Strong
D1062,Yes,Rain,Mild,High,Strong
D1063,Yes,Rain,Hot,High,Weak
D1064,Yes,Overcast,Hot,Normal,Weak
D1065,Yes,Overcast,Mild,High,Weak
D1066,Yes,Overcast,Mild,Normal,Weak
D1067,Yes,Overcast,Mild,Normal,Strong
D1068,No,Sunny,Mild,Normal,Strong
D1069,No,Rain,Hot,High,Weak
D1070,Yes,Overcast,Mild,Normal,Strong
D1071,No,Rain,Hot,High,Strong
D1072,Yes,Overcast,Hot,High,Weak
D1073,Yes,Overcast,Cool,High,Weak
D1074,No,Rain,Hot,High,Strong
D1075,Yes,Overcast,Mild,High,Weak
D1076,No,Sunny,Hot,Normal,Strong
D1077,Yes,Rain,Mild,Normal,Weak
D1078,Yes,Rain,Hot,Normal,Strong
D1079,Yes,Rain,Hot,Normal,Strong
D1080,Yes,Overcast,Cool,Normal,Strong
D1081,Yes,Sunny,Hot,Normal,Weak
D1082,No,Rain,Mild,High,Strong
D1083,No,Sunny,Mild,High,Strong
D1084,Yes,Overcast,Mild,Normal,Weak
D1085,Yes,Overcast,Hot,Normal,Weak
D1086,Yes,Sunny,Mild,High,Strong
D1087,Yes,Overcast,Cool,Normal,Weak
D1088,No,Sunny,Cool,High,Weak
D1089,Yes,Overcast,Mild,High,Weak
D1090,Yes,Overcast,Cool,Normal,Weak
D1091,Yes,Overcast,Mild,Normal,Strong
D1092,Yes,Overcast,Mild,High,Strong
D1093,No,Sunny,Hot,High,Strong
D1094,Yes,Rain,Hot,High,Weak
D1095,No,Sunny,Hot,High,Strong
D1096,Yes,Overcast,Cool,High,Weak
D1097,No,Sunny,Mild,High,Weak
D1098,No,Sunny,Mild,High,Weak
D1099,Yes,Rain,Cool,Normal,Weak
D1100,Yes,Rain,Hot,Normal,Weak
D1101,Yes,Overcast,Mild,Normal,Weak
D1102,Yes,Rain,Mild,Normal,Weak
D1103,Yes,Sunny,Hot,High,Weak
D1104,No,Rain,Mild,High,Weak
D1105,No,Sunny,Mild,High,Strong
D1106,Yes,Rain,Mild,Normal,Weak
D1107,Yes,Overcast,Cool,High,Weak
D1108,Yes,Overcast,Hot,Normal,Weak
D1109,Yes,Rain,Hot,High,Weak
D1110,Yes,Overcast,Mild,Normal,Weak
D1111,Yes,Overcast,Hot,Normal,Strong
D1112,No,Sunny,Mild,High,Weak
D1113,Yes,Sunny,Mild,Normal,Strong
D1114,Yes,Rain,Cool,High,Strong
D1115,No,Sunny,Cool,High,Weak
D1116,Yes,Rain,Hot,High,Weak
D1117,Yes,Overcast,Hot,High,Weak
D1118,Yes,Overcast,Cool,High,Weak
D1119,Yes,Rain,Mild,High,Weak
D1120,Yes,Overcast,Cool,Normal,Strong
D1121,Yes,Overcast,Mild,Normal,Weak
D1122,Yes,Sunny,Hot,Normal,Weak
D1123,Yes,Rain,Hot,Normal,Weak
D1124,No,Rain,Hot,High,Strong
D1125,Yes,Sunny,Hot,High,Weak
D1126,No,Sunny,Hot,High,Strong
D1127,No,Sunny,Hot,High,Strong
D1128,Yes,Rain,Hot,Normal,Weak
D1129,Yes,Sunny,Mild,Normal,Weak
D1130,Yes,Overcast,Cool,Normal,Weak
D1131,No,Rain,Hot,High,Strong
D1132,Yes,Rain,Hot,High,Weak
D1133,Yes,Overcast,Hot,Normal,Weak
D1134,No,Rain,Cool,High,Weak
D1135,No,Sunny,Mild,High,Weak
D1136,Yes,Rain,Mild,High,Weak
D1137,Yes,Rain,Hot,Normal,Weak
D1138,No,Sunny,Cool,High,Weak
D1139,Yes,Overcast,Cool,Normal,Strong
D1140,Yes,Rain,Mild,High,Weak
D1141,Yes,Overcast,Cool,Normal,Strong
D1142,Yes,Sunny,Mild,Normal,Strong
D1143,Yes,Sunny,Cool,High,Strong
D1144,Yes,Overcast,Mild,Normal,Weak
D1145,Yes,Overcast,Hot,Normal,Weak
D1146,No,Sunny,Hot,High,Weak
D1147,No,Sunny,Mild,High,Weak
D1148,No,Rain,Hot,High,Strong
D1149,No,Sunny,Cool,Normal,Strong
D1150,No,Rain,Cool,Normal,Weak
D1151,Yes,Sunny,Mild,High,Strong
D1152,Yes,Rain,Mild,Normal,Weak
D1153,No,Rain,Cool,High,Weak
D1154,No,Sunny,Hot,High,Weak
D1155,Yes,Rain,Mild,High,Weak
D1156,Yes,Rain,Mild,High,Weak
D1157,No,Sunny,Mild,High,Strong
D1158,No,Sunny,Cool,Normal,Strong
D1159,Yes,Rain,Hot,High,Weak
D1160,No,Sunny,Cool,Normal,Strong
D1161,Yes,Overcast,Mild,High,Weak
D1162,Yes,Overcast,Hot,Normal,Weak
D1163,Yes,Sunny,Hot,Normal,Weak
D1164,Yes,Overcast,Cool,High,Weak
D1165,No,Sunny,Mild,High,Strong
D1166,Yes,Rain,Mild,Normal,Weak
D1167,No,Sunny,Cool,High,Weak
D1168,Yes,Sunny,Mild,Normal,Weak
D1169,Yes,Overcast,Mild,Normal,Strong
D1170,Yes,Overcast,Cool,Normal,Weak
D1171,Yes,Sunny,Hot,High,Weak
D1172,No,Sunny,Hot,High,Strong
D1173,Yes,Rain,Mild,Normal,Strong
D1174,Yes,Rain,Mild,High,Weak
D1175,Yes,Overcast,Cool,High,Weak
D1176,Yes,Sunny,Cool,Normal,Weak
D1177,Yes,Rain,Mild,High,Weak
D1178,Yes,Rain,Hot,High,Weak
D1179,No,Sunny,Mild,High,Strong
D1180,Yes,Sunny,Mild,High,Weak
D1181,Yes,Rain,Mild,Normal,Weak
D1182,Yes,Rain,Hot,Normal,Weak
D1183,Yes,Sunny,Cool,Normal,Weak
D1184,Yes,Sunny,Cool,Normal,Weak
D1185,Yes,Sunny,Mild,Normal,Weak
D1186,No,Rain,Mild,High,Weak
D1187,Yes,Overcast,Mild,High,Weak
D1188,No,Rain,Hot,High,Strong
D1189,Yes,Overcast,Mild,High,Strong
D1190,Yes,Overcast,Mild,High,Strong
D1191,Yes,Overcast,Hot,Normal,Weak
D1192,Yes,Overcast,Mild,High,Strong
D1193,Yes,Sunny,Mild,High,Weak
D1194,No,Rain,Hot,Normal,Weak
D1195,No,Sunny,Cool,Normal,Strong
D1196,No,Sunny,Hot,High,Strong
D1197,No,Sunny,Cool,High,Strong
D1198,Yes,Rain,Hot,Normal,Strong
D1199,Yes,Rain,Cool,Normal,Weak
D1200,No,Sunny,Mild,High,Strong
D1201,No,Sunny,Cool,High,Strong
D1202,No,Sunny,Hot,High,Strong
D1203,No,Rain,Cool,High,Strong
D1204,No,Sunny,Mild,High,Strong
D1205,Yes,Sunny,Hot,Normal,Weak
D1206,Yes,Sunny,Mild,High,Weak
D1207,Yes,Overcast,Hot,Normal,Weak
D1208,Yes,Rain,Hot,Normal,Strong
D1209,Yes,Overcast,Mild,Normal,Strong
D1210,No,Sunny,Mild,Normal,Weak
D1211,Yes,Sunny,Cool,Normal,Strong
D1212,Yes,Rain,Cool,High,Strong
D1213,Yes,Overcast,Cool,Normal,Weak
D1214,No,Sunny,Hot,High,Strong
D1215,No,Sunny,Hot,High,Strong
D1216,Yes,Overcast,Cool,Normal,Weak
D1217,Yes,Sunny,Mild,Normal,Weak
D1218,Yes,Rain,Mild,High,Weak
D1219,Yes,Rain,Mild,Normal,Weak
D1220,No,Sunny,Cool,High,Weak
D1221,Yes,Rain,Mild,High,Weak
D1222,Yes,Rain,Mild,Normal,Strong
D1223,No,Sunny,Cool,High,Strong
D1224,No,Rain,Cool,High,Weak
D1225,Yes,Overcast,Mild,High,Strong
D1226,No,Sunny,Hot,High,Strong
D1227,Yes,Rain,Cool,Normal,Weak
D1228,Yes,Overcast,Hot,Normal,Strong
D1229,Yes,Overcast,Mild,High,Strong
D1230,Yes,Rain,Cool,Normal,Strong
D1231,Yes,Rain,Mild,Normal,Weak
D1232,Yes,Rain,Cool,Normal,Strong
D1233,Yes,Overcast,Mild,Normal,Weak
D1234,Yes,Overcast,Hot,Normal,Weak
D1235,Yes,Rain,Mild,High,Weak
D1236,Yes,Rain,Mild,Normal,Weak
D1237,Yes,Overcast,Mild,High,Weak
D1238,No,Rain,Hot,High,Strong
D1239,No,Rain,Mild,Normal,Weak
D1240,Yes,Overcast,Hot,Normal,Weak
D1241,No,Sunny,Cool,High,Strong
D1242,No,Sunny,Hot,High,Strong
D1243,Yes,Overcast,Mild,Normal,Strong
D1244,No,Sunny,Hot,High,Strong
D1245,No,Rain,Hot,High,Strong
D1246,Yes,Overcast,Hot,High,Weak
D1247,Yes,Sunny,Cool,Normal,Weak
D1248,No,Rain,Mild,Normal,Weak
D1249,No,Sunny,Mild,High,Weak
D1250,Yes,Overcast,Hot,High,Weak
D1251,Yes,Overcast,Mild,Normal,Weak
D1252,Yes,Rain,Cool,High,Weak
D1253,Yes,Sunny,Mild,High,Strong
D1254,Yes,Sunny,Mild,Normal,Weak
D1255,Yes,Sunny,Mild,Normal,Weak
D1256,No,Sunny,Hot,Normal,Strong
D1257,No,Sunny,Mild,High,Strong
D1258,Yes,Sunny,Mild,High,Weak
D1259,Yes,Overcast,Hot,Normal,Strong
D1260,No,Sunny,Hot,High,Strong
D1261,No,Sunny,Mild,High,Strong
